ID$|$Venue$|$Year$|$Title$|$H2$|$H3$|$Ref_ID$|$Cites$|$Author_IDs$|$Authors$|$Abstract
2557$|$1$|$2002$|$Mixin Up components$|$Architecture and Implementation$|$$|$None$|$$|$4297$|$vugranam c. sreedhar$|$None
2558$|$1$|$2002$|$Static and dynamic structure in design patterns$|$Architecture and Implementation$|$$|$None$|$$|$4298,4299,2106,4300$|$eric norman eide,alastair d. reid,john regehr,jay lepreau$|$None
2559$|$1$|$2002$|$Goaloriented software assessment$|$Software Evaluation$|$$|$None$|$$|$1417,4301,4302,4303,3816$|$david m. weiss,david bennett,john y. payseur,patrick tendick,ping zhang$|$None
2560$|$1$|$2002$|$Security attribute evaluation method a costbenefit approach$|$Software Evaluation$|$$|$None$|$$|$4231$|$shawn a. butler$|$None
2561$|$1$|$2002$|$An empirical evaluation of faultproneness models$|$Software Evaluation$|$$|$None$|$$|$1012,831$|$giovanni denaro,mauro pezze$|$None
2562$|$1$|$2002$|$Building product populations with sofware components$|$Software Architecture$|$$|$None$|$$|$4304$|$robbert christiaan van ommering$|$None
2563$|$1$|$2002$|$An infrastructure for the rapid development of XMLbased architecture description languages$|$Software Architecture$|$$|$None$|$$|$4305,929,1639$|$eric m. dashofy,andre van der hoek,richard n. taylor$|$None
2564$|$1$|$2002$|$Advanced control flows for flexible graphical user interfaces or growing GUIs on trees or bookmarking GUIs$|$Software Architecture$|$$|$None$|$$|$4306,1684$|$paul t. graunke,shriram krishnamurthi$|$None
2565$|$1$|$2002$|$Tracking down software bugs using automatic anomaly detection$|$Dynamic Program Analysis$|$$|$None$|$$|$2921,2922$|$sudheendra hangal,monica s. lam$|$None
2566$|$1$|$2002$|$Semantic anomaly detection in online data sources$|$Dynamic Program Analysis$|$$|$None$|$$|$2478,4307,3184$|$orna raz,philip koopman,mary m. shaw$|$None
2567$|$1$|$2002$|$Rolebased exploration of objectoriented programs$|$Dynamic Program Analysis$|$$|$None$|$$|$2710,241$|$brian demsky,martin c. rinard$|$None
2568$|$1$|$2002$|$Browsing and searching source code of applications written using a GUIframework$|$Design Recovery$|$$|$None$|$$|$3799$|$amir michail$|$None
2569$|$1$|$2002$|$Towards patternbased design recovery$|$Design Recovery$|$$|$None$|$$|$4308,2821,4309,4310,4311$|$jorg niere,wilhelm schafer,jorg p. wadsack,lothar wendehals,jim welsh$|$None
2570$|$1$|$2002$|$Architecture recovery of web applications$|$Design Recovery$|$$|$None$|$$|$111,2574$|$ahmed e. hassan,richard c. holt$|$None
2571$|$1$|$2002$|$Network abstractions for contextaware mobile computing$|$Mobile and Distributed Computing$|$$|$None$|$$|$4312,1989,4313$|$gruia-catalin roman,christine julien,qingfeng huang$|$None
2572$|$1$|$2002$|$A programming model and system for disconnectedaware applications on resourceconstrained devices$|$Mobile and Distributed Computing$|$$|$None$|$$|$4314,4315$|$yaron weinsberg,israel ben-shaul$|$None
2573$|$1$|$2002$|$A dynamic pairprogram sending architecture for industrial remote operations$|$Mobile and Distributed Computing$|$$|$None$|$$|$4316,4317,4318,4319$|$takeshi inoue,yasutaka hino,kouji hayashi,masanori narukawa$|$None
2574$|$1$|$2002$|$Reporting about industrial strength software engineering courses for undergraduates$|$Software Maintenance$|$$|$None$|$$|$4320,2880,2823,4308,1420,4309,3947$|$matthias gehrke,holger giese,ulrich nickel,jorg niere,matthias tichy,jorg p. wadsack,albert zundorf$|$None
2575$|$1$|$2002$|$Concern graphs finding and describing concerns using structural program dependencies$|$Software Maintenance$|$$|$None$|$$|$141,1770$|$martin p. robillard,gail c. murphy$|$None
2576$|$1$|$2002$|$Evolving legacy system features into finegrained components$|$Software Maintenance$|$$|$None$|$$|$4321,4322$|$alok mehta,george t. heineman$|$None
2577$|$1$|$2002$|$Software model checking in practice an industrial case study$|$Concurrency$|$$|$None$|$$|$1488,1535,4323$|$satish chandra,patrice godefroid,christopher palm$|$None
2578$|$1$|$2002$|$Invariantbased specification synthesis and verification of synchronization in concurrent programs$|$Concurrency$|$$|$None$|$$|$4123,50,1676,4324$|$xianghua deng,matthew b. dwyer,john hatcliff,masaaki mizuno$|$None
2579$|$1$|$2002$|$Assuring and evolving concurrent programs annotations and policy$|$Concurrency$|$$|$None$|$$|$4325,4326$|$aaron greenhouse,william l. scherlis$|$None
2580$|$1$|$2002$|$Visualization of test information to assist fault localization$|$Program Analysis$|$$|$None$|$$|$2006,2697,4073$|$james a. jones,mary jean harrold,john t. stasko$|$None
2581$|$1$|$2002$|$Efficient path conditions in dependence graphs$|$Program Analysis$|$$|$None$|$$|$4327,4328$|$torsten robschink,gregor snelting$|$None
2582$|$1$|$2002$|$Specifying multithreaded Java semantics for program verification$|$Program Analysis$|$$|$None$|$$|$239,324$|$abhik roychoudhury,tulika mitra$|$None
2583$|$1$|$2002$|$Expertise browser a quantitative approach to identifying expertise$|$Software Presentation$|$$|$None$|$$|$347,1398$|$audris mockus,james d. herbsleb$|$None
2584$|$1$|$2002$|$Supporting reuse by delivering taskrelevant and personalized information$|$Software Presentation$|$$|$None$|$$|$2656,3764$|$yunwen ye,gerhard g. fischer$|$None
2585$|$1$|$2002$|$Towards largescale information integration$|$Software Presentation$|$$|$None$|$$|$2522,4329,4330$|$kenneth m. anderson,susanne a. sherba,william van lepthien$|$None
2586$|$1$|$2002$|$Distributed component technologies and their software engineering implications$|$State-of-the-art presentations$|$$|$None$|$$|$3236$|$wolfgang emmerich$|$None
2587$|$1$|$2002$|$Safety critical systems challenges and directions$|$State-of-the-art presentations$|$$|$None$|$$|$1954$|$john c. knight$|$None
2588$|$1$|$2002$|$Software component quality assessment in practice successes and practical impediments$|$Industry track papers and presentations: invited presentations$|$$|$None$|$$|$1991,2649$|$ian gorton,anna liu$|$None
2589$|$1$|$2002$|$Accelerating software development through collaboration$|$Industry track papers and presentations: invited presentations$|$$|$None$|$$|$4331,4332,4333$|$larry augustin,dan bressler,guy smith$|$None
2590$|$1$|$2002$|$The cyclefree methodology a simple approach to building reliable robust realtime systems$|$Industry track papers and presentations: real time systems$|$$|$None$|$$|$4334,3889$|$dick mays,richard j. leblanc$|$None
2591$|$1$|$2002$|$Function point measurement from Java programs$|$Industry track papers and presentations: real time systems$|$$|$None$|$$|$4104,4335,2045,4336,4337,4338$|$shinji kusumoto,masahiro imagawa,katsuro inoue,shuuma morimoto,kouji matsusita,michio tsuda$|$None
2592$|$1$|$2002$|$Experiences in assessing product family software architecture for evolution$|$Industry track papers and presentations: product lines$|$$|$None$|$$|$4339$|$alessandro maccari$|$None
2593$|$1$|$2002$|$A comprehensive product line scoping approach and its validation$|$Industry track papers and presentations: product lines$|$$|$None$|$$|$3864$|$klaus schmid$|$None
2594$|$1$|$2002$|$Integrating hundreds of product through one architecture the industrial IT architecture$|$Industry track papers and presentations: product lines$|$$|$None$|$$|$4340,4341,4342,4343,4344,4345,4346,4347,4348$|$lars bratthall,robert van der geest,holger hofmann,edgar jellum,zbigniew korendo,robert martinez,michal orkisz,christian zeidler,johan s. andersson$|$None
2595$|$1$|$2002$|$Recognizing and responding to bad smells in extreme programming$|$Industry track papers and presentations: technology trends$|$$|$None$|$$|$4349,4350$|$amr elssamadisy,gregory schalliol$|$None
2596$|$1$|$2002$|$Building enterprise portals principles to practice$|$Industry track papers and presentations: technology trends$|$$|$None$|$$|$4351$|$tushar k. hazra$|$None
2597$|$1$|$2002$|$Brazilian software quality in 2002$|$Industry track papers and presentations: technology trends$|$$|$None$|$$|$4352,4353$|$kival chaves weber,celia joseli do nascimento$|$None
2598$|$1$|$2002$|$Software inspections reviews  walkthroughs$|$Impact presentations$|$$|$None$|$$|$4354,4355,686,256,855$|$marcus ciolkowski,oliver laitenberger,h. dieter rombach,forrest shull,dewayne e. perry$|$None
2599$|$1$|$2002$|$Impact of the research community for the field of software configuration management$|$Impact presentations$|$$|$None$|$$|$3102,4356,4357,3708,929,1343,4358$|$jacky estublier,david b. leblang,geoffrey clemm,reidar conradi,andre van der hoek,walter f. tichy,darcy wiborg weber$|$None
2600$|$1$|$2002$|$Web services engineering promises and challenges$|$Panels$|$$|$None$|$$|$4359,4360,4361,3897,749,4362$|$mikio aoyama,sanjiva weerawarana,hiroshi maruyama,clemens a. szyperski,kevin j. sullivan,doug lea$|$None
2601$|$1$|$2002$|$Lightweight vs heavyweight processes is this even the right question$|$Panels$|$$|$None$|$$|$2518,1779,4363,2821$|$leon j. osterweil,philippe kruchten,martin fowler,wilhelm schafer$|$None
2602$|$1$|$2002$|$Software engineering for largescale multiagent systems SELMAS2002$|$Workshops$|$$|$None$|$$|$3744,156,4364,4228,4365$|$carlos jose pereira de lucena,alessandro garcia,andrea omicini,jaelson castro,franco zambonelli$|$None
2603$|$1$|$2002$|$5th ICSE workshop on componentbased software engineering benchmarks for predictable assembly$|$Workshops$|$$|$None$|$$|$2210,1266,4218,4232$|$ivica crnkovic,heinz w. schmidt,judith a. stafford,kurt c. wallnau$|$None
2604$|$1$|$2002$|$Principles of software evolution 5th international workshop on principles of software evolution IWPSE 2002$|$Workshops$|$$|$None$|$$|$4359,2045,1830$|$mikio aoyama,katsuro inoue,vaclav rajlich$|$None
2605$|$1$|$2002$|$Scenarios and state machines models algorithms and tools$|$Workshops$|$$|$None$|$$|$300,3166,3947$|$sebastian uchitel,tarja systa,albert zundorf$|$None
2606$|$1$|$2002$|$Third ICSE workshop on web engineering$|$Workshops$|$$|$None$|$$|$4366,4367,4368$|$yogesh deshpande,luis olsina,san murugesan$|$None
2607$|$1$|$2002$|$The fourth international workshop on economicsdriven software engineering research EDSER4$|$Workshops$|$$|$None$|$$|$3746,1193,169$|$warren harrison,m. hakan erdogmus,rick kazman$|$None
2608$|$1$|$2002$|$Third ICSE workshop on software product lines economics architectures and implications$|$Workshops$|$$|$None$|$$|$4233,492$|$peter knauber,giancarlo succi$|$None
2609$|$1$|$2002$|$Workshop on global software development$|$Workshops$|$$|$None$|$$|$342$|$daniela e. herlea$|$None
2610$|$1$|$2002$|$Meeting challenges and surviving success the 2nd workshop on open source software engineering$|$Workshops$|$$|$None$|$$|$3933$|$joseph feller$|$None
2611$|$1$|$2002$|$Workshop on software quality$|$Workshops$|$$|$None$|$$|$4369,3444,4352$|$kathia marcal de oliveira,ana regina rocha,kival chaves weber$|$None
2612$|$1$|$2002$|$ICSE 2002 workshop on architecting dependable systems$|$Workshops$|$$|$None$|$$|$2879,4090,3745$|$rogerio de lemos,cristina gacek,alexander romanovsky$|$None
2613$|$1$|$2002$|$Workshop on methods and techniques for softwaer architecture review and assessment SARA$|$Workshops$|$$|$None$|$$|$1779,4370,169,4371,4372,4373$|$philippe kruchten,richard f. hilliard ii,rick kazman,wojtek kozaczynski,j. henk obbink,alexander ran$|$None
2614$|$1$|$2002$|$Preworkshop summary workshop on iterative adaptive and agile processes$|$Workshops$|$$|$None$|$$|$4374,2748$|$craig larman,frances paulisch$|$None
2615$|$1$|$2002$|$Building systems from commercial components$|$Tutorials$|$$|$None$|$$|$3935,4375,1974$|$scott a. hissam,robert c. seacord,grace a. lewis$|$None
2616$|$1$|$2002$|$Architecturecentric software engineering$|$Tutorials$|$$|$None$|$$|$416$|$jan bosch$|$None
2617$|$1$|$2002$|$Software engineering economics background current practices and future directions$|$Tutorials$|$$|$None$|$$|$1193,775,3746,4376,749$|$m. hakan erdogmus,barry w. boehm,warren harrison,donald j. reifer,kevin j. sullivan$|$None
2618$|$1$|$2002$|$Dependability of embedded systems$|$Tutorials$|$$|$None$|$$|$1954$|$john c. knight$|$None
2619$|$1$|$2002$|$Meeting the challenges of web application development the web engineering approach$|$Tutorials$|$$|$None$|$$|$4368,4366$|$san murugesan,yogesh deshpande$|$None
2620$|$1$|$2002$|$HyperJ multidimensional separation of concerns for Java$|$Tutorials$|$$|$None$|$$|$3913,2504,3912$|$peri l. tarr,harold ossher,stanley m. sutton jr.$|$None
2621$|$1$|$2002$|$Component technologies Java beans COM CORBA RMI EJB and the CORBA component model$|$Tutorials$|$$|$None$|$$|$3236,4377$|$wolfgang emmerich,nima kaveh$|$None
2622$|$1$|$2002$|$Tutorial describing software architecture with UML$|$Tutorials$|$$|$None$|$$|$1779,3768,4371$|$philippe kruchten,bran selic,wojtek kozaczynski$|$None
2623$|$1$|$2002$|$Introduction to agile processes and extreme programming$|$Tutorials$|$$|$None$|$$|$4378$|$james newkirk$|$None
2624$|$1$|$2002$|$Advanced visual modelling beyond UML$|$Tutorials$|$$|$None$|$$|$4379,4380,4381$|$yossi gil,john howse,stuart t. kent$|$None
2625$|$1$|$2002$|$Nonfunctional requirements from elicitation to modelling languages$|$Tutorials$|$$|$None$|$$|$4382,566$|$luiz marcio cysneiros filho,julio cesar sampaio do prado leite$|$None
2626$|$1$|$2002$|$Refactoring$|$Tutorials$|$$|$None$|$$|$4363$|$martin fowler$|$None
2627$|$1$|$2002$|$Information systems architecture$|$Tutorials$|$$|$None$|$$|$4363$|$martin fowler$|$None
2628$|$1$|$2002$|$Tutorial introduction to the rational unified process�$|$Tutorials$|$$|$None$|$$|$1779$|$philippe kruchten$|$None
2629$|$1$|$2002$|$Tutorial mastering design patterns$|$Tutorials$|$$|$None$|$$|$4374$|$craig larman$|$None
2630$|$1$|$2002$|$Observing timed systems by means of message sequence chart graphs$|$Posters and Research Demonstrations$|$$|$None$|$$|$4383,4384,1569$|$sebastian blaustein,fernando oliveto,victor a. braberman$|$None
2631$|$1$|$2002$|$Reasoning about the correctness of software development process$|$Posters and Research Demonstrations$|$$|$None$|$$|$4385,4386$|$claudia pons,gabriel baum$|$None
2632$|$1$|$2002$|$Software validation using power profiles$|$Posters and Research Demonstrations$|$$|$None$|$$|$4094,4387,4373$|$raimondas lencevicius,edu metz,alexander ran$|$None
2633$|$1$|$2002$|$An architecturecentric approach to the development of a distributed modelchecker for timed automata$|$Posters and Research Demonstrations$|$$|$None$|$$|$4388,1569,3986$|$fernando schapachnik,victor a. braberman,alfredo olivero$|$None
2634$|$1$|$2002$|$Enterprise application integration by means of a generic CORBA LDAP gateway$|$Posters and Research Demonstrations$|$$|$None$|$$|$4389,4390,4391,3390$|$martin jandl,wolfgang radinger,alexander szep,karl m. goschka$|$None
2635$|$1$|$2002$|$XMIDDLE information sharing middleware for a mobile environment$|$Posters and Research Demonstrations$|$$|$None$|$$|$4392,4393,4394,3236$|$stefanos zachariadis,licia capra,cecilia mascolo,wolfgang emmerich$|$None
2636$|$1$|$2002$|$The community workblench$|$Posters and Research Demonstrations$|$$|$None$|$$|$1114,4075$|$michel wermelinger,cristovao oliveira$|$None
2637$|$1$|$2002$|$Coordination contracts for Java applications$|$Posters and Research Demonstrations$|$$|$None$|$$|$4395,4396,1114,4397,4398$|$joao gouveia,georgios koutsoukos,michel wermelinger,luis filipe andrade,jose luiz fiadeiro$|$None
2638$|$1$|$2002$|$Human capacities in the software process empiric validation$|$Posters and Research Demonstrations$|$$|$None$|$$|$4399,4400,4401$|$silvia teresita acuna castillo,cecilia maria lasserre,viviana elizabet quincoces$|$None
2639$|$1$|$2002$|$Smartweaver an agentbased approach for aspectoriented development$|$Posters and Research Demonstrations$|$$|$None$|$$|$4402,4403,4404$|$federico trilnik,j. andres diaz pace,marcelo r. campo$|$None
2640$|$1$|$2002$|$An objectoriented bridge among architectural styles aspects and frameworks$|$Posters and Research Demonstrations$|$$|$None$|$$|$4403,4404$|$j. andres diaz pace,marcelo r. campo$|$None
2641$|$1$|$2002$|$A representation for describing and analyzing concerns in source code$|$Doctoral Symposia$|$$|$None$|$$|$141$|$martin p. robillard$|$None
2642$|$1$|$2002$|$Mobile computing middleware for contextaware applications$|$Doctoral Symposia$|$$|$None$|$$|$4393$|$licia capra$|$None
2643$|$1$|$2002$|$Use of software inspection inputs in practice$|$Doctoral Symposia$|$$|$None$|$$|$4405$|$yuk kuen wong$|$None
2644$|$1$|$2002$|$Fuzzy logic based interactive recovery of software design$|$Doctoral Symposia$|$$|$None$|$$|$4308$|$jorg niere$|$None
2645$|$1$|$2002$|$Holistic framework for establishing interoperability of heterogeneous software development tools and models$|$Doctoral Symposia$|$$|$None$|$$|$4406$|$joseph puett$|$None
2646$|$1$|$2002$|$A compliance notation for verifying concurrent systems$|$Doctoral Symposia$|$$|$None$|$$|$4407,4408$|$d. m. atiya,s. king$|$None
2647$|$1$|$2002$|$Research abstract for semantic detection in dynamic data feeds with incomplete specifications$|$Doctoral Symposia$|$$|$None$|$$|$2478$|$orna raz$|$None
2648$|$1$|$2002$|$Making software knowledgeable$|$Doctoral Symposia$|$$|$None$|$$|$4409$|$maja d'hondt$|$None
2649$|$1$|$2001$|$Composition Patterns An Approach to Designing Reusable Aspects$|$Technical Papers$|$Design and Specification of Distributed Systems$|$None$|$$|$1220,2725$|$siobhan clarke,robert j. walker$|$None
2650$|$1$|$2001$|$MAS  An Interactive Synthesizer to Support Behavioral Modeling in UML$|$Technical Papers$|$Design and Specification of Distributed Systems$|$None$|$$|$4410,3166$|$erkki makinen,tarja systa$|$None
2651$|$1$|$2001$|$Analysis and Testing of Web Applications$|$Technical Papers$|$Design and Specification of Distributed Systems$|$None$|$$|$2307,1538$|$filippo ricca,paolo tonella$|$None
2652$|$1$|$2001$|$The Right Algorithm at the Right Time Comparing Data Flow Analysis Algorithms for Finite State Verification$|$Static Analysis$|$$|$None$|$$|$3993,2883,2518$|$jamieson m. cobleigh,lori a. clarke,leon j. osterweil$|$None
2653$|$1$|$2001$|$Static Checking of InterruptDriven Software$|$Static Analysis$|$$|$None$|$$|$4411,4412,4413$|$dennis brylow,niels damgaard,jens palsberg$|$None
2654$|$1$|$2001$|$Leightweight Analysis of Operational Specifications Using Inference Graphs$|$Static Analysis$|$$|$None$|$$|$3097,2998$|$laura k. dillon,r. e. kurt stirewalt$|$None
2655$|$1$|$2001$|$Commitment Development in Software Process Improvement Critical Misconceptions$|$Process Improvement for Multi-Site Environments$|$$|$None$|$$|$3857$|$pekka abrahamsson$|$None
2656$|$1$|$2001$|$An Empirical Study of Global Software Development Distance and Speed$|$Process Improvement for Multi-Site Environments$|$$|$None$|$$|$1398,347,4414,4415$|$james d. herbsleb,audris mockus,thomas a. finholt,rebecca e. grinter$|$None
2657$|$1$|$2001$|$Software Product Lines Organizational Alternatives$|$Process Improvement for Multi-Site Environments$|$$|$None$|$$|$416$|$jan bosch$|$None
2658$|$1$|$2001$|$Supporting Program Comprehension Using Semantic and Structural Information$|$Design Recovery and Program Understanding$|$$|$None$|$$|$640,696$|$jonathan i. maletic,andrian marcus$|$None
2659$|$1$|$2001$|$On the Syllogistic Structure of ObjectOriented Programming$|$Design Recovery and Program Understanding$|$$|$None$|$$|$1034,2089$|$derek rayside,kostas kontogiannis$|$None
2660$|$1$|$2001$|$A ScenarioDriven Approach to Traceability$|$Design Recovery and Program Understanding$|$$|$None$|$$|$753$|$alexander egyed$|$None
2661$|$1$|$2001$|$Systematic ObjectOriented Inspection  An Emprirical Study$|$Effective Uses of Inspections$|$$|$None$|$$|$4274,4275,4276$|$alastair dunsmore,marc roper,murray wood$|$None
2662$|$1$|$2001$|$Evaluating the Accuracy of Defect Estimation Models Based on Inspection Data from Two Inspection Cycles$|$Effective Uses of Inspections$|$$|$None$|$$|$2799,4416$|$stefan biffl,wilfried grossmann$|$None
2663$|$1$|$2001$|$Investigating the CostEffectiveness of Reinspections in Software Development$|$Effective Uses of Inspections$|$$|$None$|$$|$2799,4417,4355$|$stefan biffl,bernd g. freimut,oliver laitenberger$|$None
2664$|$1$|$2001$|$A ComponentBased Approach to Building Formal Analysis Tools$|$Building Formal Analysis Tools$|$$|$None$|$$|$2998,3097$|$r. e. kurt stirewalt,laura k. dillon$|$None
2665$|$1$|$2001$|$ToolSupported Program Abstraction for FiniteState Verification$|$Building Formal Analysis Tools$|$$|$None$|$$|$50,1676,4418,4419,947,1677,4420,1742$|$matthew b. dwyer,john hatcliff,roby joehanes,shawn laubach,corina s. pasareanu,robby,hongjun zheng,willem visser$|$None
2666$|$1$|$2001$|$A Workbench for Synthesising Behaviour Models from Scenarios$|$Building Formal Analysis Tools$|$$|$None$|$$|$300,298$|$sebastian uchitel,jeffrey kramer$|$None
2667$|$1$|$2001$|$The Specification and Testing of Quantified Progress Properties in Distributed Systems$|$Dynamic Analysis and Testing$|$$|$None$|$$|$4421,4422$|$prakash krishnamurthy,paolo a. g. sivilotti$|$None
2668$|$1$|$2001$|$An Explorative Journey from Architectural Tests Definition downto Code Tests Execution$|$Dynamic Analysis and Testing$|$$|$None$|$$|$2645,1628,1956$|$antonia bertolino,paola inverardi,henry muccini$|$None
2669$|$1$|$2001$|$Encoding Program Executions$|$Dynamic Analysis and Testing$|$$|$None$|$$|$2172,3907$|$steven p. reiss,manos renieris$|$None
2670$|$1$|$2001$|$Dynamic and Selective Combination of Extensions in ComponentBased Applications$|$Construction of Component-Based Systems$|$$|$None$|$$|$4423,4424,863,4425,4426$|$eddy truyen,bart vanhaute,wouter joosen,pierre verbaeten,bo norregaard jorgensen$|$None
2671$|$1$|$2001$|$Generating Wrappers for Command Line Programs The CalAggie WrapOMatic Project$|$Construction of Component-Based Systems$|$$|$None$|$$|$3342,4074,43$|$eric wohlstadter,stoney jackson,premkumar t. devanbu$|$None
2672$|$1$|$2001$|$Designing Components Versus Objects A Transformational Approach$|$Construction of Component-Based Systems$|$$|$None$|$$|$2044,4100$|$david h. lorenz,john m. vlissides$|$None
2673$|$1$|$2001$|$Exploiting the Map Metaphor in a Tool for Software Evolution$|$Reengineering and Software Evolution$|$$|$None$|$$|$1533,4427,4428$|$william g. griswold,jimmy j. yuan,yoshikiyo kato$|$None
2674$|$1$|$2001$|$Separating Features in Source Code An Exploratory Study$|$Reengineering and Software Evolution$|$$|$None$|$$|$1770,4429,2725,141$|$gail c. murphy,albert lai,robert j. walker,martin p. robillard$|$None
2675$|$1$|$2001$|$Comparing Frameworks and Layered Refinement$|$Reengineering and Software Evolution$|$$|$None$|$$|$4430,4431$|$richard cardone,calvin lin$|$None
2676$|$1$|$2001$|$Quantifying the Costs and Benefits of Architectural Decisions$|$Analysis of Architectures$|$$|$None$|$$|$169,4179,1440$|$rick kazman,jai asundi,mark klein$|$None
2677$|$1$|$2001$|$Survivability Analysis of Network Systems$|$Analysis of Architectures$|$$|$None$|$$|$805,4432$|$somesh jha,jeannette m. wing$|$None
2678$|$1$|$2001$|$Adaptive Feedback Scheduling of Incremental and DesigntoTime Tasks$|$Analysis of Architectures$|$$|$None$|$$|$4433,4434$|$peter h. feiler,john j. walker$|$None
2679$|$1$|$2001$|$Incorporating Varying Test Costs and Fault Severities into Test Case Prioritization$|$Improving the Testing Process$|$$|$None$|$$|$49,4283,1464$|$sebastian g. elbaum,alexey g. malishevsky,gregg rothermel$|$None
2680$|$1$|$2001$|$Finding Failures by Cluster Analysis of Execution Profiles$|$Improving the Testing Process$|$$|$None$|$$|$4435,3844,2167$|$william dickinson,david leon,andy podgurski$|$None
2681$|$1$|$2001$|$Understanding IV  V in a Safety Critical and Complex Evolutionary Environment The NASA Space Shuttle Program$|$Improving the Testing Process$|$$|$None$|$$|$2451,4098$|$marvin v. zelkowitz,ioana rus$|$None
2682$|$1$|$2001$|$Theory of Software Reliability Based on Components$|$Reliability and Mobile Agents$|$$|$None$|$$|$4436,4437,3855$|$richard g. hamlet,david v. mason,denise m. woit$|$None
2683$|$1$|$2001$|$Engineering MobileAgent Applications via ContextDependent Coordination$|$Reliability and Mobile Agents$|$$|$None$|$$|$4438,4439,4365$|$giacomo cabri,letizia leonardi,franco zambonelli$|$None
2684$|$1$|$2001$|$Consistent Group Membership in Ad Hoc Networks$|$Reliability and Mobile Agents$|$$|$None$|$$|$4312,4313,4440$|$gruia-catalin roman,qingfeng huang,ali hazemi$|$None
2685$|$1$|$2001$|$Fast Formal Analysis of Requirements via Topoi Diagrams$|$Analysis of Requirements$|$$|$None$|$$|$772,4441,4442$|$tim menzies,john d. powell,michael e. houle$|$None
2686$|$1$|$2001$|$Conceptual Modeling through Linguistic Analysis Using LIDA$|$Analysis of Requirements$|$$|$None$|$$|$4443,4444,4445$|$scott p. overmyer,benoit lavoie,owen rambow$|$None
2687$|$1$|$2001$|$A Framework for MultiValued Reasoning over Inconsistent Viewpoints$|$Analysis of Requirements$|$$|$None$|$$|$1163,1278$|$steve m. easterbrook,marsha chechik$|$None
2688$|$1$|$2001$|$Functional Paleontology System Evolution as the User Sees It$|$Analysis of Requirements$|$$|$None$|$$|$464,4446$|$annie i. anton,colin m. potts$|$None
2689$|$1$|$2001$|$A General Framework for Formalizing UML with Formal Languages$|$Formal Frameworks$|$$|$None$|$$|$4447,2341$|$william e. mcumber,betty h. c. cheng$|$None
2690$|$1$|$2001$|$Efficient Filtering in PublishSubscribe Systems Using Binary Decision$|$Formal Frameworks$|$$|$None$|$$|$4448,4149,4150,805,4151$|$alexis campailla,sagar chaki,edmund m. clarke,somesh jha,helmut veith$|$None
2691$|$1$|$2001$|$A Scalable Formal Method for Design and Automatic Checking of User Interfaces$|$Formal Frameworks$|$$|$None$|$$|$4449,4450,4451,313$|$jean berstel,stefano crespi-reghizzi,gilles roussel,pierluigi san pietro$|$None
2692$|$1$|$2001$|$Scientific Rigour an Answer to a Pragmatic Question A Linguistic Framework for Software Engineering$|$Formal Frameworks$|$$|$None$|$$|$4452,4453$|$armando martin haeberer,thomas stephen edward maibaum$|$None
2693$|$1$|$2001$|$An Architecture for Heterogeneous Groupware Applications$|$Architectures for Emerging Applications$|$$|$None$|$$|$4454$|$ivan marsic$|$None
2694$|$1$|$2001$|$A WebOriented Architectural Aspect for the Emerging Computational Tapestry$|$Architectures for Emerging Applications$|$$|$None$|$$|$749,4455$|$kevin j. sullivan,avneesh saxena$|$None
2695$|$1$|$2001$|$XAS A System for Accessing Componentized Virtual XML Documents$|$Architectures for Emerging Applications$|$$|$None$|$$|$4456,2603,4457,4458$|$ming-ling lo,shyh-kwei chen,sriram padmanabhan,jen-yao chung$|$None
2696$|$1$|$2001$|$Using the Web for Document Versioning An Implementation Report for Delta V$|$Case Study Papers$|$Infrastructure Support$|$None$|$$|$4459,4460$|$james j. hunt,jurgen reuter$|$None
2697$|$1$|$2001$|$Evaluating the Reverse Engineering Capabilities of Web Tools for Understanding Site Content and Structure A Case Study$|$Case Study Papers$|$Infrastructure Support$|$None$|$$|$3564,1200$|$scott r. tilley,shihong huang$|$None
2698$|$1$|$2001$|$A Case Study of the Evolution of Jun An ObjectOriented OpenSource 3D Multimedia Library$|$Case Study Papers$|$Infrastructure Support$|$None$|$$|$4461,4462,4154,2448,4463,4464,4465,4466$|$atsushi aoki,kaoru hayashi,kouichi kishida,kumiyo nakakoji,yoshiyuki nishinaka,brent reeves,akio takashima,yasuhiro yamamoto$|$None
2699$|$1$|$2001$|$Case Study Extreme Programming in a University Environment$|$Applications of New Paradigms in Software Development$|$$|$None$|$$|$4467,1343$|$matthias m. muller,walter f. tichy$|$None
2700$|$1$|$2001$|$Improving Validation Activities in a Global Software Development$|$Applications of New Paradigms in Software Development$|$$|$None$|$$|$3755,4468,4469,4470$|$christof ebert,casimiro hernandez parro,roland suttels,harald kolarczyk$|$None
2701$|$1$|$2001$|$Applying WinWin to Quality Requirements A Case Study$|$Applications of New Paradigms in Software Development$|$$|$None$|$$|$4471,775,4472,4473$|$hoh peter in,barry w. boehm,thomas lee rodgers,michael deutsch$|$None
2702$|$1$|$2001$|$TIGRA  An Architectural Style for Enterprise Application Integration$|$Software Evolution$|$$|$None$|$$|$3236,4474,4475$|$wolfgang emmerich,ernst ellmer,henry fieglein$|$None
2703$|$1$|$2001$|$Reengineering Analysis of ObjectOriented Systems via Duplication$|$Software Evolution$|$$|$None$|$$|$4476,4477,4478$|$fabrizio fioravanti,g. migliarese,paolo nesi$|$None
